League,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
2010-2011 NBA NBA Summer League Stats,Jeff Adrien,MEM,5,87.1,26,11,26,.423,0,0,.000,4,10,.400,14,25,39,3,0,5,9,6
2010-2011 NBA NBA Summer League Stats,Darryl Watkins,SAS,5,117.4,26,6,15,.400,0,0,.000,14,18,.778,8,24,32,2,5,0,5,23
2010-2011 NBA NBA Summer League Stats,Jermareo Davidson,ATL,5,56.3,26,11,21,.524,0,0,.000,4,6,.667,9,15,24,2,1,1,4,9
2010-2011 NBA NBA Summer League Stats,Jarvis Varnado,MIA,4,82.7,26,10,18,.556,0,0,.000,6,9,.667,10,12,22,0,1,7,8,17
2010-2011 NBA NBA Summer League Stats,Aaron Jackson,CLE,5,93.9,26,8,19,.421,1,6,.167,9,11,.818,4,10,14,6,2,0,6,6
2010-2011 NBA NBA Summer League Stats,Jaycee Carroll,NYK,4,46.2,26,10,17,.588,3,4,.750,3,4,.750,0,4,4,7,1,0,7,2
2010-2011 NBA NBA Summer League Stats,Edgar Sosa,DET,4,67.8,26,8,20,.400,2,5,.400,8,12,.667,0,5,5,11,3,1,7,13
2010-2011 NBA NBA Summer League Stats,Brian Ibekwe,POR,5,70.7,25,9,19,.474,0,0,.000,7,10,.700,13,17,30,2,3,10,8,26
2010-2011 NBA NBA Summer League Stats,Reyshawn Terry,POR,4,56.8,25,11,21,.524,1,5,.200,2,2,1.000,9,14,23,1,1,0,5,7
2010-2011 NBA NBA Summer League Stats,Alexander Johnson,HOU,3,36.7,25,6,8,.750,0,0,.000,13,17,.765,4,7,11,0,1,2,1,10
2010-2011 NBA NBA Summer League Stats,Ryan Thompson,SAC,5,78.9,25,6,18,.333,0,1,.000,13,15,.867,4,5,9,5,1,0,3,9
2010-2011 NBA NBA Summer League Stats,James Augustine,ATL,5,101.1,24,10,21,.476,0,0,.000,4,6,.667,6,21,27,8,4,0,6,16
2010-2011 NBA NBA Summer League Stats,David Monds,CLE,4,84.3,24,9,21,.429,0,0,.000,6,12,.500,11,12,23,1,1,0,3,13
2010-2011 NBA NBA Summer League Stats,Devan Downey,SAC,5,71.7,24,8,23,.348,1,2,.500,7,12,.583,2,10,12,15,4,0,9,12
2010-2011 NBA NBA Summer League Stats,Cheickh Samb,TOR,4,49.3,24,10,18,.556,0,0,.000,4,6,.667,6,6,12,0,1,9,5,17
2010-2011 NBA NBA Summer League Stats,Shan Foster,DAL,5,72.9,24,8,19,.421,3,12,.250,5,7,.714,0,9,9,4,4,0,5,6
2010-2011 NBA NBA Summer League Stats,DeMarcus Nelson,MIL,4,103.2,24,7,23,.304,0,3,.000,10,16,.625,2,9,11,9,5,1,9,9
2010-2011 NBA NBA Summer League Stats,Eric Dawson,SAS,5,64.2,23,8,16,.500,0,0,.000,7,7,1.000,2,6,8,0,8,4,3,13
2010-2011 NBA NBA Summer League Stats,Antonio Anderson,DEN,5,86.7,23,7,20,.350,3,9,.333,6,7,.857,4,8,12,7,5,2,4,17
2010-2011 NBA NBA Summer League Stats,Patrick Beverley,MIA,4,98.8,23,8,23,.348,0,1,.000,7,10,.700,4,15,19,7,9,2,13,15
2010-2011 NBA NBA Summer League Stats,Jason Rich,GSW,5,85.5,23,10,25,.400,2,3,.667,1,3,.333,2,7,9,9,2,0,5,7
2010-2011 NBA NBA Summer League Stats,Jermaine Beal,MIA,4,70.8,23,5,17,.294,0,7,.000,13,13,1.000,1,2,3,7,5,0,5,5
2010-2011 NBA NBA Summer League Stats,Dwight Lewis,HOU,5,56.1,23,9,17,.529,0,1,.000,5,7,.714,1,3,4,5,3,0,3,8
2010-2011 NBA NBA Summer League Stats,Jack McClinton,CHI,5,69.7,22,8,25,.320,1,6,.167,5,5,1.000,0,6,6,6,2,0,11,9
2010-2011 NBA NBA Summer League Stats,Ben Woodside,GSW,4,60.7,21,4,12,.333,3,6,.500,10,13,.769,0,3,3,3,2,0,5,4
2010-2011 NBA NBA Summer League Stats,Marcus Johnson,PHX,5,54.6,21,8,15,.533,2,3,.667,3,6,.500,0,2,2,0,2,1,6,11
2010-2011 NBA NBA Summer League Stats,Chris McCray,MEM,5,66.0,20,7,12,.583,0,1,.000,4,4,1.000,2,4,6,7,3,1,8,10
2010-2011 NBA NBA Summer League Stats,Dzherom Rendl,WAS,4,48.7,20,8,17,.471,0,7,.000,4,4,1.000,0,3,3,3,1,0,4,6
2010-2011 NBA NBA Summer League Stats,Pat Ewing,NYK,4,45.2,19,8,13,.615,2,5,.400,1,3,.333,2,7,9,3,2,5,5,2
2010-2011 NBA NBA Summer League Stats,Shaun Pruitt,PHX,4,49.7,19,7,16,.438,0,0,.000,5,12,.417,9,13,22,0,0,2,2,11
2010-2011 NBA NBA Summer League Stats,Darnell Jackson,MIL,2,42.3,19,9,18,.500,0,1,.000,1,3,.333,5,2,7,0,1,2,2,7
2010-2011 NBA NBA Summer League Stats,Taylor Griffin,PHX,5,102.7,19,7,30,.233,2,12,.167,3,4,.750,5,13,18,6,4,4,8,16
2010-2011 NBA NBA Summer League Stats,Connor Atchley,SAC,5,54.1,19,8,21,.381,1,3,.333,2,2,1.000,5,8,13,0,0,1,2,12
2010-2011 NBA NBA Summer League Stats,Corsley Edwards,WAS,4,32.7,19,8,12,.667,0,0,.000,3,3,1.000,1,3,4,1,0,0,3,8
2010-2011 NBA NBA Summer League Stats,Lawrence Westbrook,MIN,5,68.0,19,7,23,.304,1,5,.200,4,4,1.000,3,2,5,6,2,2,7,9
2010-2011 NBA NBA Summer League Stats,Lawrence Hill,PHX,5,65.4,18,6,17,.353,3,7,.429,3,4,.750,5,10,15,2,4,0,3,3
2010-2011 NBA NBA Summer League Stats,Dominic James,MIL,5,97.8,18,6,19,.316,0,1,.000,6,10,.600,1,2,3,20,6,1,8,14
2010-2011 NBA NBA Summer League Stats,James Gist,SAS,2,44.2,18,5,12,.417,0,1,.000,8,10,.800,5,5,10,2,3,3,8,6
2010-2011 NBA NBA Summer League Stats,Gary Forbes,LAC,6,54.5,18,6,23,.261,4,6,.667,2,6,.333,5,8,13,4,2,0,2,7
2010-2011 NBA NBA Summer League Stats,Nick Young,WAS,1,27.8,18,6,11,.545,4,7,.571,2,2,1.000,0,1,1,0,2,1,2,2
2010-2011 NBA NBA Summer League Stats,Sean Sonderleiter,NOP,5,72.8,18,7,15,.467,0,0,.000,4,5,.800,3,18,21,3,1,0,7,18
2010-2011 NBA NBA Summer League Stats,Eric Boateng,NYK,5,59.5,18,6,15,.400,0,0,.000,6,8,.750,5,11,16,3,1,3,6,22
2010-2011 NBA NBA Summer League Stats,J.R. Smith,DEN,2,33.9,18,5,17,.294,2,10,.200,6,6,1.000,2,1,3,2,4,0,4,5
2010-2011 NBA NBA Summer League Stats,A.J. Slaughter,DET,5,49.0,18,6,15,.400,1,3,.333,5,7,.714,1,2,3,3,0,0,3,3
2010-2011 NBA NBA Summer League Stats,Gavin Edwards,PHX,5,53.4,18,8,16,.500,0,0,.000,2,3,.667,7,7,14,1,1,0,11,13
2010-2011 NBA NBA Summer League Stats,Dexter Pittman,MIA,3,57.5,18,5,16,.313,0,0,.000,8,11,.727,2,9,11,0,1,5,11,15
2010-2011 NBA NBA Summer League Stats,Nik Caner-Medley,LAC,2,34.6,17,4,13,.308,3,7,.429,6,6,1.000,3,2,5,1,1,0,4,4
2010-2011 NBA NBA Summer League Stats,Dee Brown,TOR,5,72.4,16,6,14,.429,1,4,.250,3,5,.600,0,4,4,15,5,0,7,10
2010-2011 NBA NBA Summer League Stats,Brian Cusworth,NOP,5,71.2,16,7,14,.500,0,0,.000,2,3,.667,7,4,11,0,6,1,3,15
2010-2011 NBA NBA Summer League Stats,Ian Mahinmi,DAL,2,48.5,16,3,11,.273,0,0,.000,10,17,.588,7,8,15,0,0,3,3,9
2010-2011 NBA NBA Summer League Stats,DeShawn Sims,DAL,4,34.3,16,7,14,.500,0,1,.000,2,4,.500,4,6,10,1,0,0,2,6
2010-2011 NBA NBA Summer League Stats,Sergii Gladyr,ATL,5,48.7,16,5,19,.263,2,12,.167,4,4,1.000,1,2,3,1,4,0,5,9
2010-2011 NBA NBA Summer League Stats,Gary Forbes,LAC,4,41.6,15,5,18,.278,3,4,.750,2,6,.333,4,8,12,2,2,0,2,4
2010-2011 NBA NBA Summer League Stats,Hamady Ndiaye,WAS,5,63.1,15,6,13,.462,0,0,.000,3,4,.750,3,9,12,0,0,5,6,8
2010-2011 NBA NBA Summer League Stats,Demetris Nichols,POR,3,47.3,15,4,13,.308,3,6,.500,4,6,.667,0,8,8,1,4,1,4,6
2010-2011 NBA NBA Summer League Stats,Ibrahim Jaaber,LAL,3,81.9,15,6,22,.273,1,6,.167,2,4,.500,1,2,3,13,3,1,7,10
2010-2011 NBA NBA Summer League Stats,Carlos Powell,NYK,5,65.3,15,4,14,.286,2,5,.400,5,7,.714,3,8,11,2,2,1,7,14
2010-2011 NBA NBA Summer League Stats,Donald Sloan,SAC,5,80.5,15,4,18,.222,0,2,.000,7,10,.700,1,6,7,5,0,0,9,4
2010-2011 NBA NBA Summer League Stats,James Mays,TOR,4,50.5,14,5,15,.333,0,0,.000,4,5,.800,9,12,21,2,4,3,6,10
2010-2011 NBA NBA Summer League Stats,Chris Richard,CHI,3,59.1,14,5,6,.833,0,0,.000,4,6,.667,3,11,14,3,1,2,5,9
2010-2011 NBA NBA Summer League Stats,Brian Butch,DEN,2,34.7,14,6,16,.375,1,4,.250,1,4,.250,4,8,12,0,1,3,3,7
2010-2011 NBA NBA Summer League Stats,Mo Charlo,MIN,5,60.5,14,4,13,.308,0,0,.000,6,8,.750,4,3,7,2,4,2,6,12
2010-2011 NBA NBA Summer League Stats,Josh Carter,NOP,5,83.9,14,4,17,.235,2,8,.250,4,7,.571,0,7,7,1,0,1,2,8
2010-2011 NBA NBA Summer League Stats,Jeremy Richardson,LAC,5,72.5,14,6,26,.231,0,7,.000,2,2,1.000,1,5,6,2,2,0,2,8
2010-2011 NBA NBA Summer League Stats,Jon Scheyer,MIA,2,35.8,13,3,8,.375,1,4,.250,6,6,1.000,1,6,7,3,2,0,4,1
2010-2011 NBA NBA Summer League Stats,Tyrell Biggs,CHI,5,75.1,13,6,18,.333,0,2,.000,1,2,.500,3,8,11,1,4,1,4,3
2010-2011 NBA NBA Summer League Stats,Maarty Leunen,HOU,5,71.7,13,4,14,.286,1,7,.143,4,5,.800,5,9,14,3,3,0,7,10
2010-2011 NBA NBA Summer League Stats,Rod Benson,LAC,2,37.0,13,5,14,.357,0,0,.000,3,7,.429,4,4,8,0,2,3,4,7
2010-2011 NBA NBA Summer League Stats,Bennet Davis,SEL,5,56.6,13,4,20,.200,0,0,.000,5,7,.714,7,9,16,0,0,2,5,10
2010-2011 NBA NBA Summer League Stats,Curtis Stinson,TOR,3,46.0,12,5,11,.455,0,0,.000,2,2,1.000,0,4,4,12,0,0,5,4
2010-2011 NBA NBA Summer League Stats,Maciej Lampe,CLE,1,20.8,12,6,9,.667,0,0,.000,0,0,.000,2,2,4,2,0,0,3,3
2010-2011 NBA NBA Summer League Stats,Yue Sun,MIL,5,61.0,12,4,16,.250,1,6,.167,3,4,.750,0,2,2,10,1,3,8,4
2010-2011 NBA NBA Summer League Stats,Sean Denison,SAS,5,40.9,12,5,11,.455,2,6,.333,0,0,.000,1,6,7,1,2,1,4,12
2010-2011 NBA NBA Summer League Stats,Paul Delaney,MIL,4,49.5,12,2,8,.250,0,2,.000,8,11,.727,1,1,2,5,3,0,9,6
2010-2011 NBA NBA Summer League Stats,Cecil Brown,LAL,5,69.6,12,3,14,.214,0,8,.000,6,6,1.000,0,5,5,4,1,0,6,14
2010-2011 NBA NBA Summer League Stats,Michael Cuffee,SAS,4,52.3,12,4,15,.267,1,3,.333,3,4,.750,1,1,2,0,1,0,5,5
2010-2011 NBA NBA Summer League Stats,Squeaky Johnson,SAS,5,60.4,11,2,15,.133,0,6,.000,7,9,.778,2,4,6,12,8,0,2,4
2010-2011 NBA NBA Summer League Stats,Will Blalock,GSW,4,63.6,11,4,16,.250,1,3,.333,2,2,1.000,1,8,9,11,3,1,5,5
2010-2011 NBA NBA Summer League Stats,Rob Kurz,LAL,2,31.7,11,4,9,.444,0,1,.000,3,4,.750,4,4,8,1,5,0,1,5
2010-2011 NBA NBA Summer League Stats,Deji Akindele,MEM,4,24.2,11,5,7,.714,0,0,.000,1,2,.500,3,3,6,0,0,0,2,7
2010-2011 NBA NBA Summer League Stats,Garrett Temple,SAS,1,23.7,11,4,6,.667,2,2,1.000,1,1,1.000,0,1,1,1,2,1,6,2
2010-2011 NBA NBA Summer League Stats,Blake Ahearn,HOU,4,39.4,11,2,14,.143,2,11,.182,5,6,.833,0,2,2,7,1,0,5,6
2010-2011 NBA NBA Summer League Stats,Trevon Hughes,HOU,4,35.7,10,5,13,.385,0,6,.000,0,0,.000,3,1,4,6,4,0,3,6
2010-2011 NBA NBA Summer League Stats,Amara Sy,DAL,4,36.4,10,4,8,.500,0,0,.000,2,4,.500,2,5,7,0,1,1,4,4
2010-2011 NBA NBA Summer League Stats,Wesley Johnson,MIN,1,25.7,10,4,7,.571,1,2,.500,1,1,1.000,1,0,1,0,0,1,3,0
2010-2011 NBA NBA Summer League Stats,Sofoklis Schortsanitis,LAC,4,53.4,10,2,6,.333,0,0,.000,6,13,.462,5,10,15,0,0,4,9,11
2010-2011 NBA NBA Summer League Stats,Cedric Simmons,MIN,5,61.1,10,5,10,.500,0,0,.000,0,2,.000,3,10,13,1,2,1,10,9
2010-2011 NBA NBA Summer League Stats,Justin Dentmon,MEM,4,35.1,10,4,14,.286,0,4,.000,2,3,.667,0,3,3,2,1,0,3,4
2010-2011 NBA NBA Summer League Stats,Darren Collison,NOP,1,34.7,9,3,12,.250,0,2,.000,3,4,.750,1,1,2,7,0,1,2,4
2010-2011 NBA NBA Summer League Stats,Nikola Dragovic,NOP,3,30.0,9,3,7,.429,1,3,.333,2,2,1.000,2,4,6,0,0,0,3,2
2010-2011 NBA NBA Summer League Stats,Warren Carter,NYK,2,7.5,9,2,2,1.000,0,0,.000,5,7,.714,0,0,0,0,0,0,0,2
2010-2011 NBA NBA Summer League Stats,Pape Sy,ATL,2,16.4,9,1,3,.333,0,1,.000,7,9,.778,0,2,2,2,0,0,2,2
2010-2011 NBA NBA Summer League Stats,Yue Sun,MIL,2,40.0,9,3,8,.375,0,4,.000,3,4,.750,0,0,0,8,0,0,6,2
2010-2011 NBA NBA Summer League Stats,Jamar Smith,MIN,5,35.6,9,3,11,.273,0,0,.000,3,4,.750,1,0,1,3,1,0,5,2
2010-2011 NBA NBA Summer League Stats,Raymar Morgan,WAS,3,45.3,8,2,7,.286,0,0,.000,4,6,.667,5,9,14,1,3,0,4,10
2010-2011 NBA NBA Summer League Stats,D'Andre Bell,MIA,3,38.0,8,2,6,.333,0,0,.000,4,4,1.000,0,5,5,2,2,0,1,8
2010-2011 NBA NBA Summer League Stats,Marquis Gilstrap,CLE,2,18.6,8,2,7,.286,2,6,.333,2,4,.500,2,2,4,1,0,1,2,1
2010-2011 NBA NBA Summer League Stats,Kelvin Lewis,HOU,1,11.7,8,3,6,.500,2,3,.667,0,0,.000,0,1,1,0,1,0,0,2
2010-2011 NBA NBA Summer League Stats,Joe Krabbenhoft,POR,5,46.2,8,2,11,.182,0,1,.000,4,6,.667,1,11,12,2,3,0,1,13
2010-2011 NBA NBA Summer League Stats,Ryan Ayers,LAC,4,43.1,8,3,11,.273,0,6,.000,2,2,1.000,3,3,6,0,2,0,0,4
2010-2011 NBA NBA Summer League Stats,Romel Beck,DEN,4,24.0,8,3,8,.375,1,2,.500,1,1,1.000,1,1,2,0,0,0,0,0
2010-2011 NBA NBA Summer League Stats,Anton Ponkrashov,PHX,3,32.7,8,2,11,.182,0,4,.000,4,7,.571,1,3,4,5,2,1,4,4
2010-2011 NBA NBA Summer League Stats,Mickell Gladness,MIA,2,28.9,8,2,4,.500,0,0,.000,4,5,.800,1,4,5,0,2,1,5,9
2010-2011 NBA NBA Summer League Stats,Landon Milbourne,ATL,4,23.1,8,4,13,.308,0,1,.000,0,0,.000,1,2,3,0,0,0,3,5
2010-2011 NBA NBA Summer League Stats,Kurt Looby,SEL,5,74.0,7,2,9,.222,0,0,.000,3,4,.750,11,15,26,1,0,5,7,13
2010-2011 NBA NBA Summer League Stats,Joe Ingles,GSW,4,67.0,7,2,10,.200,1,4,.250,2,2,1.000,2,9,11,2,3,0,3,9
2010-2011 NBA NBA Summer League Stats,Ryan Wittman,NYK,3,20.1,7,2,8,.250,1,5,.200,2,2,1.000,2,1,3,0,0,0,1,1
2010-2011 NBA NBA Summer League Stats,Zachery Peacock,MIA,2,16.9,7,2,3,.667,0,1,.000,3,5,.600,1,1,2,0,0,0,1,6
2010-2011 NBA NBA Summer League Stats,Armon Bassett,NOP,3,38.8,7,2,6,.333,0,2,.000,3,4,.750,0,4,4,2,1,0,6,1
2010-2011 NBA NBA Summer League Stats,Mike Green,POR,3,31.3,6,2,6,.333,1,4,.250,1,2,.500,1,1,2,5,1,0,2,4
2010-2011 NBA NBA Summer League Stats,Kashif Watson,GSW,2,21.9,6,3,10,.300,0,1,.000,0,2,.000,2,1,3,2,1,0,1,5
2010-2011 NBA NBA Summer League Stats,Jared Reiner,CLE,4,48.4,6,3,8,.375,0,0,.000,0,0,.000,2,10,12,0,0,0,6,10
2010-2011 NBA NBA Summer League Stats,Jared Reiner,CLE,6,66.0,6,3,9,.333,0,0,.000,0,0,.000,2,11,13,1,0,0,8,17
2010-2011 NBA NBA Summer League Stats,Jared Newson,SEL,4,31.9,6,1,8,.125,0,1,.000,4,10,.400,1,2,3,0,1,0,7,4
2010-2011 NBA NBA Summer League Stats,Eric Tramiel,DAL,3,31.4,5,2,6,.333,0,0,.000,1,2,.500,4,2,6,0,2,0,1,3
2010-2011 NBA NBA Summer League Stats,Carlos Wheeler,NOP,1,6.8,5,2,2,1.000,0,0,.000,1,4,.250,0,1,1,0,0,0,0,2
2010-2011 NBA NBA Summer League Stats,Brandon Johnson,PHX,2,14.0,5,1,4,.250,1,3,.333,2,4,.500,1,1,2,1,0,0,1,2
2010-2011 NBA NBA Summer League Stats,Jimmy Baron,POR,2,17.5,5,2,6,.333,1,3,.333,0,0,.000,0,1,1,1,0,0,1,0
2010-2011 NBA NBA Summer League Stats,J.P. Prince,WAS,4,28.1,5,2,4,.500,0,0,.000,1,1,1.000,1,2,3,1,0,0,4,4
2010-2011 NBA NBA Summer League Stats,Dinma Odiakosa,MEM,4,31.4,5,2,6,.333,0,0,.000,1,3,.333,2,2,4,1,2,1,6,4
2010-2011 NBA NBA Summer League Stats,C.J. Giles,GSW,4,40.4,5,2,10,.200,0,0,.000,1,1,1.000,2,12,14,0,0,2,3,17
2010-2011 NBA NBA Summer League Stats,Jerry Smith,MIL,3,29.6,5,2,8,.250,0,2,.000,1,1,1.000,1,2,3,2,1,2,4,7
2010-2011 NBA NBA Summer League Stats,Tremaine Ford,GSW,3,24.7,4,2,4,.500,0,0,.000,0,1,.000,2,5,7,1,0,0,1,4
2010-2011 NBA NBA Summer League Stats,Patrick Sullivan,MEM,2,14.0,4,2,3,.667,0,0,.000,0,0,.000,0,1,1,1,0,0,0,0
2010-2011 NBA NBA Summer League Stats,Cezary Trybanski,SEL,5,41.8,4,1,6,.167,0,0,.000,2,4,.500,6,5,11,0,1,2,6,7
2010-2011 NBA NBA Summer League Stats,Ricky Franklin,MIL,3,20.8,4,2,9,.222,0,5,.000,0,0,.000,1,3,4,2,0,0,1,2
2010-2011 NBA NBA Summer League Stats,Greg Stiemsma,MIN,5,69.3,3,1,7,.143,0,0,.000,1,2,.500,1,10,11,4,2,8,8,13
2010-2011 NBA NBA Summer League Stats,A.J. Ogilvy,CHI,3,25.0,3,1,7,.143,0,0,.000,1,2,.500,4,1,5,2,1,0,2,2
2010-2011 NBA NBA Summer League Stats,Yue Sun,MIL,3,21.0,3,1,8,.125,1,2,.500,0,0,.000,0,2,2,2,1,3,2,2
2010-2011 NBA NBA Summer League Stats,Gary Forbes,LAC,2,12.9,3,1,5,.200,1,2,.500,0,0,.000,1,0,1,2,0,0,0,3
2010-2011 NBA NBA Summer League Stats,Charles Garcia,NYK,2,7.2,3,1,4,.250,0,1,.000,1,2,.500,0,1,1,0,0,0,0,1
2010-2011 NBA NBA Summer League Stats,Tyler Sanborn,LAL,4,37.3,2,1,7,.143,0,0,.000,0,0,.000,2,7,9,0,0,3,3,3
2010-2011 NBA NBA Summer League Stats,Moussa Seck,DAL,4,25.2,2,1,4,.250,0,0,.000,0,2,.000,0,9,9,0,0,4,4,5
2010-2011 NBA NBA Summer League Stats,Aaron Pettway,WAS,5,33.3,2,1,2,.500,0,0,.000,0,0,.000,2,9,11,0,1,3,4,14
2010-2011 NBA NBA Summer League Stats,John Bryant,MIL,2,12.2,2,1,2,.500,0,0,.000,0,0,.000,0,4,4,0,0,0,0,4
2010-2011 NBA NBA Summer League Stats,Kosuke Takeuchi,MIN,3,14.8,2,1,2,.500,0,0,.000,0,0,.000,1,2,3,0,0,0,1,2
2010-2011 NBA NBA Summer League Stats,Chas McFarland,HOU,2,5.5,2,1,3,.333,0,0,.000,0,0,.000,1,0,1,0,0,0,0,1
2010-2011 NBA NBA Summer League Stats,Ryan Toolson,PHX,2,11.5,2,1,3,.333,0,1,.000,0,0,.000,0,0,0,0,0,0,0,1
2010-2011 NBA NBA Summer League Stats,Curtis Withers,SEL,3,9.0,2,0,2,.000,0,1,.000,2,2,1.000,0,1,1,1,1,0,2,3
2010-2011 NBA NBA Summer League Stats,Darryl Watkins,SAS,1,3.6,2,0,1,.000,0,0,.000,2,4,.500,0,0,0,0,0,0,0,2
2010-2011 NBA NBA Summer League Stats,Olu Famutimi,NYK,2,13.3,2,1,3,.333,0,0,.000,0,0,.000,0,0,0,0,0,0,1,2
2010-2011 NBA NBA Summer League Stats,Josh Mayo,DAL,4,30.9,2,0,8,.000,0,5,.000,2,3,.667,0,1,1,2,0,0,3,3
2010-2011 NBA NBA Summer League Stats,Lee Cummard,SAC,3,20.4,1,0,2,.000,0,2,.000,1,1,1.000,0,3,3,2,0,0,0,2
2010-2011 NBA NBA Summer League Stats,Antoine Agudio,MIL,2,24.6,1,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,3,0
2010-2011 NBA NBA Summer League Stats,Ron Howard,NYK,2,7.5,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,1,0,0,0,0
2010-2011 NBA NBA Summer League Stats,Manny Harris,CLE,1,4.7,0,0,2,.000,0,0,.000,0,0,.000,0,0,0,1,0,0,0,0
2010-2011 NBA NBA Summer League Stats,DaShaun Wood,LAC,1,9.1,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,1,0,0,1,2
2010-2011 NBA NBA Summer League Stats,Nathan Jawai,CLE,1,3.2,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,1,0
2010-2011 NBA NBA Summer League Stats,Patrick Christopher,DET,2,17.8,0,0,3,.000,0,2,.000,0,0,.000,0,1,1,1,0,0,0,4
2010-2011 NBA NBA Summer League Stats,Jordan Eglseder,DET,3,21.1,0,0,3,.000,0,1,.000,0,0,.000,0,5,5,0,0,0,3,5
2010-2011 NBA NBA Summer League Stats,Jared Reiner,CLE,2,17.5,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,1,0,0,2,7
2010-2011 NBA NBA Summer League Stats,Josh Lomers,SAS,4,21.5,0,0,3,.000,0,0,.000,0,0,.000,1,1,2,0,0,0,5,11
2012-2013 NBA NBA Summer League Stats,Josh Selby,MEM,5,137.1,121,39,70,.557,27,42,.643,16,18,.889,1,11,12,16,12,0,10,10
2012-2013 NBA NBA Summer League Stats,Damian Lillard,POR,4,131.5,106,35,80,.438,11,29,.379,25,28,.893,4,12,16,21,2,0,15,7
2012-2013 NBA NBA Summer League Stats,Tobias Harris,MIL,5,166.9,104,43,81,.531,3,12,.250,15,22,.682,8,27,35,8,3,4,16,14
2012-2013 NBA NBA Summer League Stats,Adam Morrison,LAC,5,149.8,100,38,69,.551,13,21,.619,11,14,.786,3,22,25,5,0,1,6,9
2012-2013 NBA NBA Summer League Stats,Jeremy Lamb,HOU,5,146.3,100,35,75,.467,8,27,.296,22,24,.917,3,19,22,4,5,1,12,10
2012-2013 NBA NBA Summer League Stats,Markieff Morris,PHX,5,153.1,99,34,82,.415,5,17,.294,26,29,.897,14,35,49,10,4,10,12,25
2012-2013 NBA NBA Summer League Stats,Jordan Hamilton,DEN,5,158.8,96,37,77,.481,11,29,.379,11,18,.611,13,19,32,18,5,0,12,16
2012-2013 NBA NBA Summer League Stats,Terrence Jones,HOU,5,126.3,91,35,70,.500,2,6,.333,19,25,.760,17,26,43,7,1,2,5,9
2012-2013 NBA NBA Summer League Stats,Jimmer Fredette,SAC,5,143.8,90,24,67,.358,7,32,.219,35,40,.875,2,14,16,17,2,0,14,10
2012-2013 NBA NBA Summer League Stats,Bradley Beal,WAS,5,153.5,88,28,67,.418,6,20,.300,26,36,.722,9,14,23,9,5,5,11,9
2012-2013 NBA NBA Summer League Stats,Cory Joseph,SAS,5,164.6,85,32,67,.478,6,15,.400,15,18,.833,2,20,22,26,9,1,17,17
2012-2013 NBA NBA Summer League Stats,Harrison Barnes,GSW,5,167.9,84,30,76,.395,8,14,.571,16,22,.727,10,18,28,2,9,0,7,11
2012-2013 NBA NBA Summer League Stats,Jimmy Butler,CHI,4,142.4,83,22,51,.431,4,8,.500,35,39,.897,12,14,26,8,3,0,7,10
2012-2013 NBA NBA Summer League Stats,Jae Crowder,DAL,5,161.0,83,30,72,.417,10,27,.370,13,22,.591,8,19,27,8,10,4,8,12
2012-2013 NBA NBA Summer League Stats,Dominique Jones,DAL,5,144.3,82,30,66,.455,3,11,.273,19,24,.792,2,22,24,25,3,1,14,9
2012-2013 NBA NBA Summer League Stats,Wesley Johnson,MIN,4,119.5,82,29,60,.483,9,20,.450,15,16,.938,1,6,7,5,2,6,8,3
2012-2013 NBA NBA Summer League Stats,Ed Davis,TOR,5,137.0,81,26,51,.510,0,0,.000,29,40,.725,10,37,47,3,0,5,11,19
2012-2013 NBA NBA Summer League Stats,Kemba Walker,CHA,5,158.1,79,25,71,.352,1,13,.077,28,36,.778,2,16,18,29,9,0,5,11
2012-2013 NBA NBA Summer League Stats,John Jenkins,ATL,5,142.8,78,32,63,.508,8,18,.444,6,8,.750,0,10,10,6,4,0,7,6
2012-2013 NBA NBA Summer League Stats,Derrick Williams,MIN,5,144.2,77,20,57,.351,2,16,.125,35,56,.625,1,25,26,9,6,1,17,11
2012-2013 NBA NBA Summer League Stats,Byron Mullens,CHA,5,130.8,77,30,78,.385,6,23,.261,11,14,.786,15,14,29,2,4,4,14,17
2012-2013 NBA NBA Summer League Stats,Darius Morris,LAL,5,143.1,76,24,65,.369,4,15,.267,24,30,.800,1,17,18,21,3,1,17,12
2012-2013 NBA NBA Summer League Stats,Will Barton,POR,5,163.5,75,28,63,.444,5,16,.313,14,21,.667,4,18,22,11,5,2,6,12
2012-2013 NBA NBA Summer League Stats,Evan Fournier,DEN,5,155.8,74,22,54,.407,11,30,.367,19,23,.826,5,7,12,7,6,1,14,29
2012-2013 NBA NBA Summer League Stats,John Henson,MIL,4,130.5,73,31,58,.534,2,3,.667,9,14,.643,11,16,27,6,4,6,7,5
2012-2013 NBA NBA Summer League Stats,Terrence Ross,TOR,5,135.6,72,26,70,.371,6,24,.250,14,19,.737,2,16,18,7,5,0,11,18
2012-2013 NBA NBA Summer League Stats,Dionte Christmas,BOS,5,135.7,71,23,48,.479,9,20,.450,16,22,.727,2,20,22,11,10,0,15,12
